IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.157.238,4,4,0.00,6.93,0.00
104.16.148.155,4,4,0.00,6.93,0.00
104.19.159.101,4,4,0.00,6.93,0.00
104.16.152.111,4,4,0.00,6.93,0.00
104.18.91.194,4,4,0.00,6.93,0.00
104.17.126.230,4,4,0.00,6.93,0.00
104.16.206.148,4,4,0.00,6.93,0.00
104.17.184.151,4,4,0.00,6.93,0.00
104.17.159.63,4,4,0.00,6.93,0.00
104.17.123.177,4,4,0.00,6.94,0.00
104.17.127.133,4,4,0.00,6.94,0.00
104.17.156.125,4,4,0.00,6.94,0.00
104.16.198.104,4,4,0.00,6.94,0.00
104.18.90.139,4,4,0.00,6.94,0.00
104.16.149.242,4,4,0.00,6.94,0.00
104.17.180.193,4,4,0.00,6.94,0.00
104.17.119.170,4,4,0.00,6.94,0.00
104.16.198.157,4,4,0.00,6.95,0.00
104.16.151.242,4,4,0.00,6.95,0.00
104.17.153.239,4,4,0.00,6.95,0.00
104.16.155.252,4,4,0.00,6.95,0.00
104.18.88.114,4,4,0.00,6.95,0.00
104.16.146.197,4,4,0.00,6.95,0.00
104.17.160.85,4,4,0.00,6.96,0.00
104.17.183.249,4,4,0.00,6.96,0.00
104.16.194.143,4,4,0.00,6.96,0.00
104.17.176.191,4,4,0.00,6.96,0.00
104.16.146.209,4,4,0.00,6.97,0.00
104.16.204.253,4,4,0.00,6.97,0.00
104.17.179.159,4,4,0.00,6.97,0.00
104.19.150.126,4,4,0.00,6.97,0.00
104.18.45.135,4,4,0.00,6.97,0.00
104.16.151.236,4,4,0.00,6.97,0.00
104.16.205.201,4,4,0.00,6.97,0.00
104.18.83.236,4,4,0.00,6.97,0.00
198.41.209.157,4,4,0.00,6.97,0.00
104.16.154.133,4,4,0.00,6.97,0.00
104.16.158.178,4,4,0.00,6.98,0.00
104.16.152.134,4,4,0.00,6.98,0.00
104.17.152.209,4,4,0.00,6.98,0.00
104.17.172.107,4,4,0.00,6.98,0.00
198.41.209.148,4,4,0.00,6.99,0.00
104.16.159.164,4,4,0.00,6.99,0.00
104.16.144.219,4,4,0.00,6.99,0.00
104.16.200.191,4,4,0.00,6.99,0.00
104.17.220.121,4,4,0.00,6.99,0.00
104.16.194.189,4,4,0.00,6.99,0.00
104.16.194.249,4,4,0.00,6.99,0.00
104.16.147.252,4,4,0.00,7.00,0.00
104.17.162.116,4,4,0.00,7.00,0.00
104.16.144.157,4,4,0.00,7.01,0.00
104.18.95.194,4,4,0.00,7.01,0.00
104.16.153.240,4,4,0.00,7.01,0.00
104.19.152.210,4,4,0.00,7.01,0.00
104.17.209.190,4,4,0.00,7.01,0.00
104.19.150.182,4,4,0.00,7.01,0.00
104.17.146.212,4,4,0.00,7.01,0.00
104.16.152.113,4,4,0.00,7.01,0.00
104.16.146.144,4,4,0.00,7.01,0.00
104.16.157.101,4,4,0.00,7.01,0.00
104.16.156.125,4,4,0.00,7.02,0.00
104.17.159.211,4,4,0.00,7.02,0.00
104.17.219.139,4,4,0.00,7.02,0.00
104.18.40.244,4,4,0.00,7.02,0.00
104.16.206.125,4,4,0.00,7.02,0.00
104.16.201.128,4,4,0.00,7.02,0.00
104.17.218.122,4,4,0.00,7.02,0.00
104.17.148.69,4,4,0.00,7.02,0.00
104.16.156.131,4,4,0.00,7.03,0.00
104.16.157.223,4,4,0.00,7.03,0.00
104.17.191.211,4,4,0.00,7.03,0.00
104.16.147.73,4,4,0.00,7.03,0.00
104.16.156.247,4,4,0.00,7.03,0.00
104.16.200.39,4,4,0.00,7.03,0.00
104.17.169.220,4,4,0.00,7.04,0.00
104.16.151.5,4,4,0.00,7.04,0.00
104.17.144.245,4,4,0.00,7.04,0.00
104.17.115.176,4,4,0.00,7.04,0.00
104.17.217.151,4,4,0.00,7.04,0.00
104.17.170.194,4,4,0.00,7.05,0.00
104.18.92.112,4,4,0.00,7.05,0.00
104.18.80.212,4,4,0.00,7.05,0.00
104.17.162.131,4,4,0.00,7.05,0.00
104.18.81.116,4,4,0.00,7.05,0.00
104.18.87.128,4,4,0.00,7.05,0.00
104.16.151.217,4,4,0.00,7.05,0.00
104.16.192.171,4,4,0.00,7.06,0.00
104.16.242.235,4,4,0.00,7.06,0.00
104.18.95.128,4,4,0.00,7.06,0.00
104.16.241.101,4,4,0.00,7.06,0.00
104.17.126.204,4,4,0.00,7.06,0.00
104.17.172.180,4,4,0.00,7.07,0.00
104.16.146.115,4,4,0.00,7.07,0.00
104.17.126.173,4,4,0.00,7.07,0.00
104.16.154.178,4,4,0.00,7.07,0.00
104.19.152.158,4,4,0.00,7.07,0.00
104.17.208.217,4,4,0.00,7.07,0.00
104.17.127.95,4,4,0.00,7.07,0.00
104.16.193.120,4,4,0.00,7.08,0.00
198.41.209.224,4,4,0.00,7.08,0.00
104.17.222.201,4,4,0.00,7.08,0.00
104.16.201.15,4,4,0.00,7.08,0.00
104.17.211.113,4,4,0.00,7.08,0.00
104.17.214.180,4,4,0.00,7.08,0.00
104.17.159.247,4,4,0.00,7.08,0.00
198.41.220.221,4,4,0.00,7.08,0.00
104.16.204.171,4,4,0.00,7.09,0.00
104.17.167.104,4,4,0.00,7.09,0.00
104.19.158.136,4,4,0.00,7.09,0.00
104.17.162.148,4,4,0.00,7.09,0.00
104.17.180.53,4,4,0.00,7.09,0.00
104.17.168.220,4,4,0.00,7.10,0.00
104.16.150.228,4,4,0.00,7.10,0.00
198.41.208.210,4,4,0.00,7.10,0.00
104.17.153.225,4,4,0.00,7.10,0.00
104.16.157.73,4,4,0.00,7.10,0.00
104.16.159.125,4,4,0.00,7.11,0.00
104.17.127.214,4,4,0.00,7.11,0.00
104.18.35.241,4,4,0.00,7.11,0.00
104.18.94.69,4,4,0.00,7.11,0.00
104.17.149.147,4,4,0.00,7.11,0.00
104.17.162.211,4,4,0.00,7.11,0.00
198.41.220.194,4,4,0.00,7.12,0.00
172.64.147.182,4,4,0.00,7.12,0.00
104.16.196.207,4,4,0.00,7.12,0.00
104.19.145.104,4,4,0.00,7.12,0.00
104.16.150.185,4,4,0.00,7.12,0.00
104.16.156.150,4,4,0.00,7.13,0.00
198.41.208.188,4,4,0.00,7.13,0.00
104.17.161.101,4,4,0.00,7.13,0.00
104.17.178.114,4,4,0.00,7.14,0.00
104.17.121.205,4,4,0.00,7.14,0.00
104.16.252.130,4,4,0.00,7.14,0.00
172.64.158.105,4,4,0.00,7.14,0.00
104.18.89.198,4,4,0.00,7.14,0.00
104.17.126.213,4,4,0.00,7.14,0.00
104.17.212.240,4,4,0.00,7.15,0.00
104.18.40.149,4,4,0.00,7.15,0.00
172.64.157.203,4,4,0.00,7.15,0.00
104.17.162.205,4,4,0.00,7.16,0.00
104.17.218.176,4,4,0.00,7.16,0.00
104.16.151.150,4,4,0.00,7.16,0.00
104.16.193.121,4,4,0.00,7.16,0.00
104.17.175.225,4,4,0.00,7.16,0.00
104.18.95.203,4,4,0.00,7.16,0.00
104.16.148.243,4,4,0.00,7.16,0.00
104.17.164.249,4,4,0.00,7.17,0.00
172.64.157.161,4,4,0.00,7.17,0.00
104.18.92.111,4,4,0.00,7.17,0.00
104.16.243.187,4,4,0.00,7.17,0.00
104.17.210.209,4,4,0.00,7.17,0.00
104.16.194.151,4,4,0.00,7.17,0.00
104.17.126.191,4,4,0.00,7.17,0.00
104.16.151.163,4,4,0.00,7.17,0.00
104.17.187.223,4,4,0.00,7.18,0.00
104.17.187.219,4,4,0.00,7.18,0.00
104.18.85.221,4,4,0.00,7.18,0.00
104.17.181.157,4,4,0.00,7.18,0.00
104.18.89.244,4,4,0.00,7.18,0.00
104.17.184.146,4,4,0.00,7.18,0.00
104.16.155.15,4,4,0.00,7.18,0.00
104.17.112.230,4,4,0.00,7.18,0.00
104.17.165.110,4,4,0.00,7.19,0.00
104.19.154.187,4,4,0.00,7.19,0.00
104.18.89.121,4,4,0.00,7.19,0.00
104.17.144.129,4,4,0.00,7.19,0.00
104.17.115.151,4,4,0.00,7.19,0.00
104.17.109.125,4,4,0.00,7.20,0.00
104.18.33.195,4,4,0.00,7.20,0.00
104.18.33.255,4,4,0.00,7.20,0.00
104.17.182.148,4,4,0.00,7.20,0.00
104.16.205.9,4,4,0.00,7.20,0.00
104.17.153.199,4,4,0.00,7.20,0.00
104.16.148.196,4,4,0.00,7.20,0.00
104.19.154.171,4,4,0.00,7.20,0.00
104.17.116.121,4,4,0.00,7.20,0.00
104.16.158.201,4,4,0.00,7.20,0.00
104.19.158.250,4,4,0.00,7.21,0.00
104.17.184.107,4,4,0.00,7.21,0.00
104.16.251.124,4,4,0.00,7.21,0.00
104.16.153.114,4,4,0.00,7.22,0.00
104.16.154.242,4,4,0.00,7.22,0.00
104.16.144.102,4,4,0.00,7.22,0.00
104.17.122.209,4,4,0.00,7.22,0.00
104.16.155.231,4,4,0.00,7.22,0.00
104.16.155.155,4,4,0.00,7.22,0.00
104.17.218.19,4,4,0.00,7.22,0.00
104.16.154.249,4,4,0.00,7.22,0.00
104.16.207.201,4,4,0.00,7.22,0.00
104.16.146.181,4,4,0.00,7.22,0.00
104.16.146.225,4,4,0.00,7.22,0.00
104.19.157.175,4,4,0.00,7.22,0.00
104.17.212.238,4,4,0.00,7.22,0.00
104.17.217.205,4,4,0.00,7.23,0.00
104.16.201.248,4,4,0.00,7.23,0.00
104.19.158.153,4,4,0.00,7.24,0.00
104.16.208.35,4,4,0.00,7.24,0.00
198.41.209.251,4,4,0.00,7.24,0.00
104.17.152.187,4,4,0.00,7.24,0.00
104.17.124.195,4,4,0.00,7.24,0.00
104.16.203.103,4,4,0.00,7.24,0.00
104.16.198.223,4,4,0.00,7.24,0.00
104.17.114.221,4,4,0.00,7.24,0.00
104.17.222.185,4,4,0.00,7.24,0.00
104.16.159.122,4,4,0.00,7.24,0.00
104.17.159.128,4,4,0.00,7.24,0.00
172.64.229.115,4,4,0.00,7.25,0.00
104.16.245.163,4,4,0.00,7.25,0.00
104.16.158.105,4,4,0.00,7.25,0.00
104.18.39.111,4,4,0.00,7.25,0.00
104.17.156.189,4,4,0.00,7.25,0.00
104.16.193.248,4,4,0.00,7.26,0.00
104.18.44.240,4,4,0.00,7.26,0.00
104.16.192.135,4,4,0.00,7.26,0.00
172.64.156.192,4,4,0.00,7.26,0.00
104.17.211.193,4,4,0.00,7.27,0.00
104.17.115.253,4,4,0.00,7.27,0.00
104.17.150.156,4,4,0.00,7.27,0.00
104.16.145.161,4,4,0.00,7.27,0.00
104.17.146.143,4,4,0.00,7.27,0.00
172.64.155.171,4,4,0.00,7.27,0.00
104.18.42.109,4,4,0.00,7.28,0.00
104.16.148.154,4,4,0.00,7.28,0.00
104.16.200.176,4,4,0.00,7.28,0.00
104.17.163.183,4,4,0.00,7.28,0.00
104.17.149.234,4,4,0.00,7.28,0.00
104.16.198.213,4,4,0.00,7.28,0.00
104.16.156.110,4,4,0.00,7.28,0.00
104.19.148.116,4,4,0.00,7.29,0.00
104.17.170.234,4,4,0.00,7.29,0.00
104.16.152.251,4,4,0.00,7.29,0.00
104.18.94.108,4,4,0.00,7.29,0.00
172.64.156.125,4,4,0.00,7.29,0.00
104.16.144.158,4,4,0.00,7.30,0.00
104.16.145.236,4,4,0.00,7.30,0.00
104.19.145.115,4,4,0.00,7.30,0.00
104.18.176.105,4,4,0.00,7.30,0.00
104.18.44.218,4,4,0.00,7.30,0.00
104.16.253.120,4,4,0.00,7.30,0.00
104.17.149.104,4,4,0.00,7.30,0.00
104.16.155.240,4,4,0.00,7.30,0.00
104.17.158.228,4,4,0.00,7.31,0.00
104.16.207.254,4,4,0.00,7.31,0.00
104.17.121.193,4,4,0.00,7.31,0.00
104.18.90.158,4,4,0.00,7.31,0.00
104.17.156.133,4,4,0.00,7.31,0.00
104.16.155.194,4,4,0.00,7.31,0.00
104.17.170.135,4,4,0.00,7.31,0.00
104.19.155.201,4,4,0.00,7.31,0.00
104.18.40.220,4,4,0.00,7.31,0.00
104.18.46.143,4,4,0.00,7.32,0.00
104.16.152.128,4,4,0.00,7.32,0.00
104.16.151.185,4,4,0.00,7.32,0.00
104.16.204.93,4,4,0.00,7.32,0.00
104.16.156.108,4,4,0.00,7.32,0.00
104.18.45.89,4,4,0.00,7.32,0.00
104.17.147.113,4,4,0.00,7.33,0.00
104.17.220.245,4,4,0.00,7.33,0.00
104.17.168.237,4,4,0.00,7.33,0.00
104.16.150.164,4,4,0.00,7.33,0.00
104.17.156.195,4,4,0.00,7.33,0.00
104.17.221.201,4,4,0.00,7.33,0.00
104.16.147.153,4,4,0.00,7.33,0.00
104.17.116.187,4,4,0.00,7.34,0.00
104.16.150.157,4,4,0.00,7.34,0.00
104.16.146.235,4,4,0.00,7.34,0.00
104.18.33.212,4,4,0.00,7.34,0.00
104.17.215.222,4,4,0.00,7.34,0.00
104.16.252.153,4,4,0.00,7.34,0.00
104.16.193.133,4,4,0.00,7.35,0.00
104.16.159.182,4,4,0.00,7.35,0.00
104.16.149.208,4,4,0.00,7.35,0.00
104.16.147.138,4,4,0.00,7.35,0.00
104.18.44.159,4,4,0.00,7.35,0.00
104.17.115.240,4,4,0.00,7.35,0.00
104.16.144.174,4,4,0.00,7.35,0.00
104.17.151.175,4,4,0.00,7.35,0.00
104.16.197.195,4,4,0.00,7.36,0.00
104.16.196.236,4,4,0.00,7.36,0.00
104.17.157.59,4,4,0.00,7.36,0.00
104.17.149.124,4,4,0.00,7.36,0.00
104.17.215.235,4,4,0.00,7.36,0.00
104.16.201.225,4,4,0.00,7.36,0.00
104.17.208.192,4,4,0.00,7.36,0.00
104.17.184.237,4,4,0.00,7.36,0.00
104.16.205.164,4,4,0.00,7.37,0.00
104.17.154.184,4,4,0.00,7.37,0.00
104.18.43.236,4,4,0.00,7.37,0.00
172.64.228.252,4,4,0.00,7.37,0.00
104.17.220.151,4,4,0.00,7.37,0.00
104.16.255.194,4,4,0.00,7.37,0.00
104.19.159.125,4,4,0.00,7.37,0.00
104.17.210.161,4,4,0.00,7.38,0.00
104.16.148.249,4,4,0.00,7.38,0.00
104.16.159.151,4,4,0.00,7.38,0.00
104.17.177.181,4,4,0.00,7.38,0.00
104.16.149.152,4,4,0.00,7.38,0.00
104.19.159.229,4,4,0.00,7.38,0.00
104.16.255.185,4,4,0.00,7.38,0.00
104.17.150.190,4,4,0.00,7.39,0.00
104.17.123.145,4,4,0.00,7.39,0.00
172.64.152.242,4,4,0.00,7.39,0.00
104.18.84.214,4,4,0.00,7.39,0.00
104.17.122.200,4,4,0.00,7.39,0.00
104.18.88.254,4,4,0.00,7.40,0.00
172.64.154.160,4,4,0.00,7.40,0.00
104.16.145.254,4,4,0.00,7.40,0.00
104.17.158.231,4,4,0.00,7.40,0.00
172.64.229.201,4,4,0.00,7.40,0.00
104.17.102.251,4,4,0.00,7.40,0.00
104.17.154.106,4,4,0.00,7.40,0.00
104.17.157.179,4,4,0.00,7.41,0.00
104.16.154.131,4,4,0.00,7.41,0.00
104.17.162.200,4,4,0.00,7.41,0.00
104.17.154.231,4,4,0.00,7.41,0.00
104.17.147.133,4,4,0.00,7.41,0.00
104.16.194.253,4,4,0.00,7.41,0.00
104.17.117.177,4,4,0.00,7.41,0.00
104.16.149.163,4,4,0.00,7.41,0.00
104.17.164.149,4,4,0.00,7.42,0.00
104.16.149.160,4,4,0.00,7.42,0.00
104.17.209.197,4,4,0.00,7.42,0.00
104.16.201.134,4,4,0.00,7.42,0.00
104.16.146.204,4,4,0.00,7.42,0.00
104.18.92.179,4,4,0.00,7.42,0.00
104.19.146.159,4,4,0.00,7.42,0.00
104.17.166.118,4,4,0.00,7.43,0.00
104.16.192.172,4,4,0.00,7.43,0.00
104.17.215.161,4,4,0.00,7.43,0.00
104.16.150.211,4,4,0.00,7.43,0.00
172.64.158.241,4,4,0.00,7.44,0.00
104.16.152.231,4,4,0.00,7.44,0.00
172.64.229.225,4,4,0.00,7.44,0.00
104.17.124.181,4,4,0.00,7.44,0.00
104.16.241.166,4,4,0.00,7.44,0.00
104.18.47.239,4,4,0.00,7.45,0.00
104.18.46.141,4,4,0.00,7.45,0.00
104.19.152.247,4,4,0.00,7.45,0.00
104.18.35.228,4,4,0.00,7.45,0.00
104.19.150.127,4,4,0.00,7.45,0.00
104.16.153.193,4,4,0.00,7.45,0.00
104.17.120.239,4,4,0.00,7.45,0.00
104.17.165.141,4,4,0.00,7.45,0.00
104.16.150.249,4,4,0.00,7.46,0.00
104.17.169.147,4,4,0.00,7.46,0.00
104.16.197.251,4,4,0.00,7.46,0.00
104.17.184.225,4,4,0.00,7.46,0.00
104.18.44.219,4,4,0.00,7.46,0.00
104.17.165.208,4,4,0.00,7.46,0.00
104.17.183.247,4,4,0.00,7.46,0.00
104.19.153.126,4,4,0.00,7.46,0.00
104.17.147.248,4,4,0.00,7.47,0.00
104.18.39.209,4,4,0.00,7.47,0.00
104.17.222.231,4,4,0.00,7.47,0.00
104.17.186.238,4,4,0.00,7.47,0.00
104.16.144.206,4,4,0.00,7.48,0.00
104.18.45.211,4,4,0.00,7.48,0.00
104.17.188.235,4,4,0.00,7.48,0.00
104.16.151.253,4,4,0.00,7.48,0.00
172.64.152.198,4,4,0.00,7.49,0.00
104.16.155.216,4,4,0.00,7.49,0.00
104.19.153.189,4,4,0.00,7.49,0.00
104.19.157.89,4,4,0.00,7.49,0.00
104.16.144.137,4,4,0.00,7.50,0.00
104.17.160.141,4,4,0.00,7.50,0.00
104.17.175.9,4,4,0.00,7.50,0.00
104.16.153.202,4,4,0.00,7.50,0.00
104.17.108.137,4,4,0.00,7.50,0.00
104.16.149.205,4,4,0.00,7.50,0.00
104.18.91.111,4,4,0.00,7.50,0.00
104.17.173.119,4,4,0.00,7.50,0.00
104.18.39.205,4,4,0.00,7.51,0.00
104.16.157.104,4,4,0.00,7.51,0.00
104.18.93.184,4,4,0.00,7.52,0.00
104.18.40.231,4,4,0.00,7.52,0.00
104.16.145.45,4,4,0.00,7.52,0.00
104.17.220.55,4,4,0.00,7.52,0.00
172.64.228.118,4,4,0.00,7.52,0.00
104.16.247.69,4,4,0.00,7.52,0.00
104.16.151.187,4,4,0.00,7.52,0.00
104.17.223.109,4,4,0.00,7.53,0.00
104.16.200.245,4,4,0.00,7.53,0.00
104.16.155.251,4,4,0.00,7.53,0.00
104.17.147.139,4,4,0.00,7.53,0.00
104.16.194.159,4,4,0.00,7.53,0.00
104.18.43.155,4,4,0.00,7.53,0.00
104.18.80.185,4,4,0.00,7.54,0.00
198.41.209.181,4,4,0.00,7.54,0.00
104.16.146.169,4,4,0.00,7.54,0.00
104.17.125.215,4,4,0.00,7.54,0.00
104.17.110.183,4,4,0.00,7.54,0.00
104.16.144.212,4,4,0.00,7.55,0.00
104.19.151.239,4,4,0.00,7.55,0.00
104.17.109.188,4,4,0.00,7.55,0.00
104.17.118.201,4,4,0.00,7.55,0.00
104.16.145.250,4,4,0.00,7.55,0.00
104.17.110.125,4,4,0.00,7.56,0.00
104.16.148.144,4,4,0.00,7.56,0.00
104.17.190.145,4,4,0.00,7.56,0.00
104.18.46.99,4,4,0.00,7.56,0.00
104.17.160.206,4,4,0.00,7.56,0.00
104.16.144.149,4,4,0.00,7.56,0.00
104.16.144.141,4,4,0.00,7.57,0.00
104.18.42.196,4,4,0.00,7.57,0.00
104.16.206.135,4,4,0.00,7.57,0.00
104.17.178.230,4,4,0.00,7.57,0.00
104.16.202.252,4,4,0.00,7.57,0.00
104.17.148.213,4,4,0.00,7.58,0.00
104.18.39.229,4,4,0.00,7.58,0.00
104.17.218.217,4,4,0.00,7.58,0.00
104.17.178.186,4,4,0.00,7.58,0.00
172.64.147.210,4,4,0.00,7.59,0.00
104.19.155.141,4,4,0.00,7.59,0.00
104.17.161.234,4,4,0.00,7.59,0.00
104.17.169.149,4,4,0.00,7.59,0.00
104.16.245.219,4,4,0.00,7.59,0.00
104.16.197.182,4,4,0.00,7.59,0.00
104.16.147.143,4,4,0.00,7.59,0.00
104.16.195.228,4,4,0.00,7.60,0.00
104.19.147.201,4,4,0.00,7.60,0.00
104.16.146.99,4,4,0.00,7.60,0.00
104.17.103.145,4,4,0.00,7.60,0.00
104.17.217.132,4,4,0.00,7.60,0.00
104.17.222.171,4,4,0.00,7.60,0.00
104.18.84.241,4,4,0.00,7.60,0.00
104.17.103.125,4,4,0.00,7.60,0.00
104.18.47.192,4,4,0.00,7.60,0.00
104.16.148.165,4,4,0.00,7.60,0.00
104.17.148.237,4,4,0.00,7.61,0.00
172.64.157.123,4,4,0.00,7.61,0.00
172.64.156.235,4,4,0.00,7.61,0.00
104.19.153.206,4,4,0.00,7.62,0.00
104.16.159.205,4,4,0.00,7.62,0.00
104.17.151.139,4,4,0.00,7.63,0.00
104.16.152.180,4,4,0.00,7.63,0.00
172.64.147.181,4,4,0.00,7.63,0.00
104.17.167.53,4,4,0.00,7.64,0.00
104.19.149.108,4,4,0.00,7.64,0.00
104.17.126.211,4,4,0.00,7.64,0.00
104.16.149.231,4,4,0.00,7.65,0.00
104.19.147.158,4,4,0.00,7.65,0.00
104.17.173.221,4,4,0.00,7.65,0.00
104.16.156.124,4,4,0.00,7.65,0.00
104.16.146.122,4,4,0.00,7.66,0.00
104.16.149.146,4,4,0.00,7.66,0.00
104.17.174.248,4,4,0.00,7.66,0.00
104.19.158.219,4,4,0.00,7.66,0.00
104.16.146.167,4,4,0.00,7.66,0.00
104.17.157.108,4,4,0.00,7.66,0.00
104.18.91.215,4,4,0.00,7.66,0.00
104.17.112.133,4,4,0.00,7.67,0.00
104.17.157.112,4,4,0.00,7.67,0.00
104.18.46.209,4,4,0.00,7.67,0.00
172.64.159.165,4,4,0.00,7.67,0.00
104.16.147.207,4,4,0.00,7.68,0.00
104.16.157.206,4,4,0.00,7.68,0.00
104.16.144.113,4,4,0.00,7.68,0.00
104.18.46.110,4,4,0.00,7.69,0.00
104.18.47.123,4,4,0.00,7.69,0.00
104.19.156.248,4,4,0.00,7.69,0.00
104.18.94.124,4,4,0.00,7.70,0.00
104.16.149.244,4,4,0.00,7.70,0.00
104.18.47.231,4,4,0.00,7.70,0.00
198.41.208.216,4,4,0.00,7.70,0.00
104.16.193.200,4,4,0.00,7.71,0.00
104.17.170.144,4,4,0.00,7.71,0.00
104.16.146.102,4,4,0.00,7.71,0.00
104.18.93.207,4,4,0.00,7.72,0.00
104.17.152.159,4,4,0.00,7.72,0.00
104.18.93.193,4,4,0.00,7.73,0.00
104.17.150.144,4,4,0.00,7.73,0.00
104.17.145.201,4,4,0.00,7.73,0.00
104.17.212.211,4,4,0.00,7.74,0.00
104.17.164.177,4,4,0.00,7.74,0.00
104.16.147.173,4,4,0.00,7.74,0.00
104.16.152.115,4,4,0.00,7.74,0.00
104.17.109.39,4,4,0.00,7.74,0.00
104.17.115.137,4,4,0.00,7.75,0.00
104.17.150.229,4,4,0.00,7.75,0.00
104.17.123.129,4,4,0.00,7.75,0.00
104.18.33.211,4,4,0.00,7.75,0.00
104.17.168.168,4,4,0.00,7.75,0.00
104.17.174.222,4,4,0.00,7.76,0.00
104.17.112.166,4,4,0.00,7.76,0.00
104.17.149.198,4,4,0.00,7.76,0.00
104.16.198.118,4,4,0.00,7.76,0.00
104.16.196.53,4,4,0.00,7.76,0.00
104.17.167.120,4,4,0.00,7.76,0.00
104.18.95.136,4,4,0.00,7.76,0.00
104.18.46.197,4,4,0.00,7.77,0.00
104.17.171.210,4,4,0.00,7.77,0.00
104.16.154.106,4,4,0.00,7.78,0.00
104.18.47.229,4,4,0.00,7.78,0.00
104.17.148.228,4,4,0.00,7.79,0.00
104.19.144.164,4,4,0.00,7.79,0.00
104.17.103.133,4,4,0.00,7.79,0.00
104.16.150.141,4,4,0.00,7.79,0.00
104.16.206.158,4,4,0.00,7.79,0.00
104.18.92.143,4,4,0.00,7.79,0.00
104.17.121.5,4,4,0.00,7.80,0.00
104.18.46.118,4,4,0.00,7.80,0.00
104.16.196.210,4,4,0.00,7.80,0.00
104.17.120.219,4,4,0.00,7.80,0.00
104.16.147.237,4,4,0.00,7.81,0.00
104.19.146.241,4,4,0.00,7.81,0.00
172.64.157.178,4,4,0.00,7.81,0.00
104.17.220.113,4,4,0.00,7.82,0.00
104.16.159.202,4,4,0.00,7.82,0.00
172.64.228.178,4,4,0.00,7.82,0.00
104.17.167.169,4,4,0.00,7.82,0.00
104.17.211.211,4,4,0.00,7.82,0.00
104.17.214.124,4,4,0.00,7.82,0.00
104.16.202.151,4,4,0.00,7.82,0.00
104.17.161.100,4,4,0.00,7.83,0.00
104.16.151.179,4,4,0.00,7.83,0.00
104.16.205.128,4,4,0.00,7.83,0.00
104.16.199.252,4,4,0.00,7.83,0.00
104.16.249.129,4,4,0.00,7.83,0.00
104.17.176.110,4,4,0.00,7.83,0.00
104.19.157.189,4,4,0.00,7.84,0.00
104.17.148.144,4,4,0.00,7.84,0.00
104.19.149.182,4,4,0.00,7.85,0.00
104.16.150.148,4,4,0.00,7.85,0.00
104.16.201.252,4,4,0.00,7.85,0.00
104.17.146.118,4,4,0.00,7.85,0.00
104.17.191.122,4,4,0.00,7.85,0.00
104.17.116.208,4,4,0.00,7.85,0.00
104.18.90.166,4,4,0.00,7.86,0.00
104.16.249.109,4,4,0.00,7.86,0.00
104.16.146.110,4,4,0.00,7.86,0.00
104.18.94.211,4,4,0.00,7.86,0.00
104.17.219.203,4,4,0.00,7.86,0.00
104.16.241.251,4,4,0.00,7.87,0.00
104.17.151.115,4,4,0.00,7.87,0.00
104.17.153.217,4,4,0.00,7.87,0.00
104.17.163.240,4,4,0.00,7.87,0.00
104.19.157.214,4,4,0.00,7.88,0.00
104.16.247.145,4,4,0.00,7.88,0.00
104.16.159.126,4,4,0.00,7.89,0.00
172.64.154.166,4,4,0.00,7.89,0.00
104.18.39.130,4,4,0.00,7.89,0.00
104.17.177.161,4,4,0.00,7.90,0.00
104.16.200.249,4,4,0.00,7.90,0.00
172.64.159.229,4,4,0.00,7.90,0.00
104.17.209.201,4,4,0.00,7.90,0.00
104.16.144.128,4,4,0.00,7.91,0.00
104.19.153.249,4,4,0.00,7.91,0.00
104.17.117.197,4,4,0.00,7.91,0.00
104.17.172.127,4,4,0.00,7.91,0.00
104.17.154.228,4,4,0.00,7.91,0.00
104.16.193.95,4,4,0.00,7.91,0.00
104.18.45.104,4,4,0.00,7.92,0.00
104.17.175.175,4,4,0.00,7.92,0.00
104.16.155.246,4,4,0.00,7.92,0.00
104.16.194.148,4,4,0.00,7.93,0.00
104.17.220.216,4,4,0.00,7.93,0.00
104.18.39.238,4,4,0.00,7.94,0.00
104.17.209.25,4,4,0.00,7.94,0.00
104.17.147.190,4,4,0.00,7.94,0.00
104.17.107.101,4,4,0.00,7.94,0.00
104.17.149.191,4,4,0.00,7.95,0.00
104.16.159.187,4,4,0.00,7.95,0.00
104.18.89.143,4,4,0.00,7.96,0.00
104.16.243.138,4,4,0.00,7.96,0.00
104.16.252.173,4,4,0.00,7.96,0.00
104.17.127.155,4,4,0.00,7.97,0.00
104.18.83.154,4,4,0.00,7.97,0.00
104.17.127.101,4,4,0.00,7.97,0.00
172.64.156.200,4,4,0.00,7.97,0.00
104.17.115.204,4,4,0.00,7.98,0.00
104.17.145.110,4,4,0.00,7.98,0.00
104.16.149.248,4,4,0.00,7.98,0.00
104.17.212.176,4,4,0.00,7.98,0.00
104.16.152.141,4,4,0.00,7.99,0.00
104.17.171.141,4,4,0.00,7.99,0.00
104.19.155.159,4,4,0.00,7.99,0.00
104.16.148.112,4,4,0.00,7.99,0.00
104.18.93.113,4,4,0.00,8.00,0.00
104.16.157.171,4,4,0.00,8.00,0.00
104.19.158.166,4,4,0.00,8.00,0.00
104.18.46.131,4,4,0.00,8.00,0.00
